id,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,"CUISINE DESCRIPTION",Starred
10030,41210127,"STONE STREET TAVERN (@ 52 STONE ST)",MANHATTAN,85,"PEARL STREET",10004,2127855658,American,FALSE
10031,40402428,"DOWN TOWN ASSOCIATION",MANHATTAN,60,"PINE STREET",10005,2124221982,American,FALSE
10032,41484499,"FIAT CAFE",MANHATTAN,203,"MOTT STREET",10012,2129691809,Italian,FALSE
10033,41637433,CONES,MANHATTAN,272,"BLEECKER STREET",10014,2124141795,"Ice Cream, Gelato, Yogurt, Ices",FALSE
10034,40394176,"MOONSTRUCK EAST",MANHATTAN,449,"THIRD AVENUE",10016,2122131100,American,FALSE
10035,41550229,"TULSI RESTAURANT",MANHATTAN,211,"EAST   46 STREET",10017,2128880820,Indian,FALSE
10036,50010487,WENDY'S,MANHATTAN,20,"E 14TH ST",10003,2122430438,Hamburgers,FALSE
10037,50003580,"XING WONG BBQ",MANHATTAN,89,"E BROADWAY",10002,2127798899,Chinese,FALSE
10038,40376039,"TEVERE 84",MANHATTAN,155,"EAST   84 STREET",10028,2127440210,Jewish/Kosher,FALSE
10039,41374355,"ELITE FOOD BAR",MANHATTAN,325,"EAST   48 STREET",10017,2122074000,American,FALSE
10040,41291395,"LOUNGE 247 I M O K",MANHATTAN,247,"ELDRIDGE STREET",10002,2124324320,American,FALSE
10041,41560208,"ABAYA THAI CUISINE",MANHATTAN,318,"WEST   36 STREET",10018,2128683399,Thai,FALSE
10042,50035027,"PERK KAFE",MANHATTAN,162,"E 37TH ST",10016,2126867375,CafÃƒÂ©/Coffee/Tea,FALSE
10043,40401834,"COLUMBUS GOURMET FOOD",MANHATTAN,261,"COLUMBUS AVE STORE #2",10023,2127217800,American,FALSE
10044,40581729,"BONO'S CAFE",MANHATTAN,35,"EAST   28 STREET",10016,2122139119,Delicatessen,FALSE
10045,41528086,MOTTSU,MANHATTAN,285,"MOTT STREET",10012,2123438017,Japanese,FALSE
10046,50047933,"W K RESTAURANT",MANHATTAN,69,"BAYARD ST",10013,2122271333,Chinese,FALSE
10047,50018777,"CHARLIE'S PLACE & SUSHI",MANHATTAN,1960,"MADISON AVE",10035,2124100277,Japanese,FALSE
10048,50044535,HAWKERS,MANHATTAN,225,"E 14TH ST",10003,2129821688,Asian,FALSE
10049,50014671,"CLUB VOA",MANHATTAN,249,"E 49TH ST",10017,2127514949,Japanese,FALSE
10050,41396810,"PEACE FOOD CAFE",MANHATTAN,460,"AMSTERDAM AVENUE",10024,2123622266,American,FALSE
10051,40674475,"JOHN'S PIZZERIA",MANHATTAN,278,"BLEECKER STREET",10014,2122431680,Pizza/Italian,FALSE
10052,50018574,"RESIDENCE INN WORLD TRADE CENTER",MANHATTAN,170,BROADWAY,10038,2126008900,American,FALSE
10053,41571350,"THE MET GRILL/DOUBLE TREE HOTEL",MANHATTAN,569,"LEXINGTON AVENUE",10022,2123506081,American,FALSE
10054,50003549,"EL SABROSO RESTAURANT",MANHATTAN,265,"W 37TH ST",10018,2122841118,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10055,50060290,"San Crestobal",MANHATTAN,339,"E 108TH ST",10029,2128283644,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10056,40601159,"PERFECTO PIZZERIA",MANHATTAN,2479,BROADWAY,10025,2127216130,Pizza/Italian,FALSE
10057,41290556,STARBUCKS,MANHATTAN,1185,"AVENUE OF THE AMERICAS",10036,2127307645,CafÃƒÂ©/Coffee/Tea,FALSE
10058,41317598,"CHO CHO SAN JAPANESE RESTAURANT",MANHATTAN,15,"WEST    8 STREET",10011,2124733633,Japanese,FALSE
10059,41685823,"ATOMIC WINGS",MANHATTAN,311,BROADWAY,10007,2125717667,Chicken,FALSE
10060,41461860,"LEX RESTAURANT",MANHATTAN,1370,"LEXINGTON AVENUE",10128,2128605903,Italian,FALSE
10061,50037179,"NORTH VILLAGE DELI",MANHATTAN,78,"8TH AVE",10011,2122290887,American,FALSE
10062,41517953,"JAMBA JUICE",MANHATTAN,0,"PENN STATION",10001,2122444462,"Juice, Smoothies, Fruit Salads",FALSE
10063,50057801,"NEW ASIAN CUISINES",MANHATTAN,153D,"CENTRE ST",10013,2129252319,Chinese,FALSE
10064,41501822,"BLUE HAVEN",MANHATTAN,108,"WEST HOUSTON STREET",10012,2125053400,American,FALSE
10065,50017582,PARM,MANHATTAN,235,"COLUMBUS AVE",10023,2127764921,American,FALSE
10066,50040258,"OPEN KITCHEN",MANHATTAN,123,"WILLIAM ST",10038,2123467066,American,FALSE
10067,41646498,"GO GO CURRY",MANHATTAN,231,"THOMPSON STREET",10012,2125052555,Japanese,FALSE
10068,41646135,"CLYDE FRAZIER'S WINE AND DINE",MANHATTAN,505,"WEST   37 STREET",10018,2128421110,American,FALSE
10069,50004033,"CHIPOTLE MEXICAN GRILL",MANHATTAN,234,"5TH AVE",10001,2125320372,Mexican,FALSE
10070,41264071,"CAFE CORTADITO",MANHATTAN,210,"EAST    3 STREET",10009,2126143080,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10071,40993898,"ESSEX WORLD CAFE",MANHATTAN,112,"LIBERTY STREET",10006,2127919900,American,FALSE
10072,41583431,"BODEGA NEGRA",MANHATTAN,355,"WEST   16 STREET",10011,2122292336,Mexican,FALSE
10073,41219092,"5TH & MAD",MANHATTAN,7,"EAST 36 STREET",10016,2127252353,Irish,FALSE
10074,50015178,"LA NUEVA ESPANA RESTAURANT",MANHATTAN,606,"W 207TH ST",10034,2125670500,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10075,41618219,MORSO,MANHATTAN,420,"EAST   59 STREET",10022,2127592706,Italian,FALSE
10076,40394366,"EMPIRE SZECHUAN NOODLE HOUSE",MANHATTAN,4041,BROADWAY,10032,2125681600,Chinese,FALSE
10077,41084481,"JOE'S GINGER RESTAURANT",MANHATTAN,25,"PELL STREET",10013,2122850333,Chinese,FALSE
10078,50011580,"KODAMA SUSHI",MANHATTAN,301,"W 45TH ST",10036,2125828065,Japanese,FALSE
10079,40997599,GINGER,MANHATTAN,512,"7 AVENUE",10018,2127683100,Chinese,FALSE
10080,41299712,MISO-YA,MANHATTAN,129,"2 AVENUE",10003,2126774825,Japanese,FALSE
10081,41365079,HAAGEN-DAZS,MANHATTAN,1188,"1 AVENUE",10065,2122885200,"Ice Cream, Gelato, Yogurt, Ices",FALSE
10082,41262775,KELLY'S,MANHATTAN,12,"AVENUE A",10009,2123881464,Irish,FALSE
10083,41705474,"DRAUGHT 55 BAR & KITCHEN",MANHATTAN,245,"EAST   55 STREET",10022,2123004096,American,FALSE
10084,41641642,"TASTY HAND-PULLED NOODLES",MANHATTAN,1,"DOYERS STREET",10013,2127911817,Chinese,FALSE
10085,41477202,CLAY,MANHATTAN,25,"WEST   14 STREET",10011,2122069200,American,FALSE
10086,40751835,"THE ROXY HOTEL",MANHATTAN,32,"WHITE STREET",10013,2125193565,American,FALSE
10087,40545546,"CAFE 31",MANHATTAN,220,"WEST   31 STREET",10001,2126955966,American,FALSE
10088,41623743,"EL AGUILA",MANHATTAN,1634,"LEXINGTON AVENUE",10029,2124262221,Mexican,FALSE
10089,50043575,"NICE ONE BAKERY",MANHATTAN,47,"BAYARD ST",10013,2127919365,Bakery,FALSE
10090,50017981,"PHO THANH HOAI 1",MANHATTAN,73,"MULBERRY ST",10013,2122338988,Vietnamese/Cambodian/Malaysia,FALSE
10091,40951165,"MOONCAKE FOODS",MANHATTAN,28,"WATTS STREET",10013,2122198888,Asian,FALSE
10092,50000364,"ROYAL CURRY & KABAB",MANHATTAN,19-25,"ST NICHOLAS AVENUE",10026,2126784434,Indian,FALSE
10093,41270891,"WHISKEY TRADER",MANHATTAN,71,"WEST   55 STREET",10019,2125822223,American,FALSE
10094,40738920,"GEORGE KEELEY",MANHATTAN,485,"AMSTERDAM AVENUE",10024,2128730251,American,FALSE
10095,41293746,"GRAMERCY STAR CAFE",MANHATTAN,23,"LEXINGTON AVENUE",10010,2125053663,American,FALSE
10096,40704315,RAMEN-YA,MANHATTAN,181,"WEST    4 STREET",10014,2129895440,Japanese,FALSE
10097,41519432,"SAN MATTEO PIZZA ESPRESSO BAR",MANHATTAN,1739,"2 AVENUE",10128,2124266943,Pizza,FALSE
10098,41704556,"HAVANA SOCIAL",MANHATTAN,688,"10 AVENUE",10019,2129562155,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10099,41004797,"LINKS CLUB",MANHATTAN,36,"EAST   62 STREET",10065,2128388181,American,FALSE
10100,50037788,"PANG HUANG RESTAURANT",MANHATTAN,111,"LAFAYETTE ST",10013,2122740690,Chinese,FALSE
10101,40387876,"ROCKING HORSE CAFE",MANHATTAN,182,"8 AVENUE",10011,2124639511,Mexican,FALSE
10102,40404080,"LAZARD FRERES",MANHATTAN,30,"ROCKEFELLER PLAZA",10112,2126326173,American,FALSE
10103,40871006,"MINAR INDIAN RESTAURANT",MANHATTAN,138,"WEST   46 STREET",10036,2123984600,Indian,FALSE
10104,41630718,KRISTALBELLI,MANHATTAN,8,"WEST   36 STREET",10018,2122902211,Korean,FALSE
10105,50005224,"BOULEY BOTANICAL",MANHATTAN,35,"WHITE ST",10013,2129642525,French,FALSE
10106,41372918,DONNYBROOK,MANHATTAN,3739,"CLINTON STREET",10002,2122287733,Irish,FALSE
10107,41682709,APOTHEKE/CHEMIST,MANHATTAN,9,"DOYERS STREET",10013,2124060400,American,FALSE
10108,41707137,"NEW RANCHITO",MANHATTAN,924,"AMSTERDAM AVENUE",10025,2126787923,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10109,41551620,VAPIANO,MANHATTAN,113,"UNIVERSITY PLACE",10003,2127779477,Italian,FALSE
10110,50000782,"SOLACE BAR & GRILL",MANHATTAN,3496,BROADWAY,10031,2129260166,Spanish,FALSE
10111,41557716,KITARO,MANHATTAN,510,"AMSTERDAM AVENUE",10024,2127879008,Chinese/Japanese,FALSE
10112,40692120,"NEW ROMA PIZZA",MANHATTAN,116,"DELANCY STREET",10002,2125337900,Pizza,FALSE
10113,50033478,"FRESCOS PIZZERIA",MANHATTAN,804,"W 187TH ST",10033,2129402737,Pizza,FALSE
10114,41235305,"Da Gennaro",MANHATTAN,129,"MULBERRY STREET",10013,2124313934,Italian,FALSE
10115,41646166,MIKEY'S,MANHATTAN,134,"LUDLOW STREET",10002,2129799211,American,FALSE
10116,50010479,WENDY'S,MANHATTAN,650,BROADWAY,10012,2126745404,American,FALSE
10117,50018098,"EDEN WOK",MANHATTAN,43,"E 34TH ST",10016,2127258100,Jewish/Kosher,FALSE
10118,50034729,"PANDA EXPRESS",MANHATTAN,1277,"1ST AVE",10065,2122881323,Chinese,FALSE
10119,41151907,"THE BACK ROOM",MANHATTAN,102,"NORFOLK STREET",10002,2122285098,American,FALSE
10120,41649356,"DUNKIN' DONUTS, HUDSON NEWS",MANHATTAN,2,"PENNSYLVANIA PLAZA",10001,2129716042,American,FALSE
10121,40877741,"J 'S PIZZA",MANHATTAN,98,"7 AVENUE",10011,2129299007,Pizza,FALSE
10122,50011154,"SMITHFIELD HALL",MANHATTAN,138,"W 25TH ST",10001,2129299677,American,FALSE
10123,41522397,LACORAL,MANHATTAN,139,"CENTRE STREET",10013,2123431919,Asian,FALSE
10124,41128554,"LA NONNA",MANHATTAN,134,"MULBERRY STREET",10013,2123346200,Italian,FALSE
10125,41410214,"TRATTORIA PESCHE PASTA",MANHATTAN,262,"BLEECKER ST BSMT &1/FL",10014,2126452993,Italian,FALSE
10126,40942342,"LARRY FLYNT'S HUSTLER CLUB",MANHATTAN,639641,"WEST   51 STREET",10019,2122472460,American,FALSE
10127,41703394,"PIONEERS BAR & LOUNGE",MANHATTAN,134,"WEST   29 STREET",10001,2127142222,American,FALSE
10128,41648643,"STICKY'S FINGER JOINT #1",MANHATTAN,31,"WEST    8 STREET",10011,2127777131,Chicken,FALSE
10129,41624133,"TRIBECA TAPHOUSE",MANHATTAN,363,"GREENWICH STREET",10013,2125108939,American,FALSE
10130,41110390,"YIP'S RESTAURANT/JUICE VITALITY",MANHATTAN,18,"BEAVER STREET",10004,2124809010,Asian,FALSE
10131,41596546,"MARGON RESTAURANT",MANHATTAN,136,"WEST   46 STREET",10036,2123545013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10132,41445602,"FLOR DE MAYO",MANHATTAN,484,"AMSTERDAM AVENUE",10024,2127873388,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10133,50066417,"CHAZZ PALMINTERI ITALIAN RESTAURANT",MANHATTAN,30,"W 46TH ST",10036,2123555540,American,FALSE
10134,41573739,CREPERIE,MANHATTAN,112,"MACDOUGAL STREET",10012,2017231055,American,FALSE
10135,41630632,"J J NOODLE",MANHATTAN,19,"HENRY STREET",10002,2125712440,Chinese,FALSE
10136,41164472,"RESTAURANTE ECUATORIANO GENESIS",MANHATTAN,538,"WEST  207 STREET",10034,2129421222,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10137,40385587,ISLAND,MANHATTAN,1305,"MADISON AVENUE",10128,2129961200,Seafood,FALSE
10138,41292678,"BOCCA DI BACCO",MANHATTAN,828,"9 AVENUE",10019,2122658828,Italian,FALSE
10139,41224592,"LA CARAFE",MANHATTAN,653,"9 AVENUE",10036,2123335300,French,FALSE
10140,41653059,"MAMA'S RESTAURANT JAMAICAN AND AMERICAN FOOD",MANHATTAN,2347,"2 AVENUE",10035,2124104210,Caribbean,FALSE
10141,41600457,"TABATA NOODLE RESTAURANT",MANHATTAN,540,"9 AVENUE",10018,2122907681,Japanese,FALSE
10142,40514147,"CREATIVE EDGE CATERERS",MANHATTAN,110,"BARROW STREET",10014,2127413000,American,FALSE
10143,50002897,"TASTE GOOD RESTAURANT",MANHATTAN,18,"WEST 25TH STREET",10010,2127413223,Chinese,FALSE
10144,41343666,"LA BERGAMOTE",MANHATTAN,515,"WEST   52 STREET",10019,2125862429,French,FALSE
10145,50000337,MIRAMAR,MANHATTAN,21,"SOUTH END AVENUE",10280,2129643000,Mediterranean,FALSE
10146,50003720,"LITTLE ITALY PIZZA",MANHATTAN,217,"E 86TH ST",10028,2124103311,Pizza,FALSE
10147,41517953,"JAMBA JUICE",MANHATTAN,0,"PENN STATION",10001,2122444462,"Juice, Smoothies, Fruit Salads",FALSE
10148,40589545,"KHYBER PASS",MANHATTAN,34,"ST MARKS PLACE",10003,2124730989,Afghan,FALSE
10149,41583557,"MILLE-FEUILLE BAKERY CAFE",MANHATTAN,552,"LAGUARDIA PLACE",10012,2125334698,Bakery,FALSE
10150,50002933,SUBWAY,MANHATTAN,367,"W 34TH ST",10001,2125649191,Sandwiches,FALSE
10151,50008210,"KOKO WINGS",MANHATTAN,248,"W 106TH ST",10025,2129327722,Chicken,FALSE
10152,41376950,"ALPHA FUSION",MANHATTAN,365,"WEST   34 STREET",10001,2122798887,Asian,FALSE
10153,50013284,"SOHO ROOM",MANHATTAN,203,"SPRING ST",10012,2123343855,American,FALSE
10154,41652560,"$1 PIZZA $2 BEER",MANHATTAN,95,"MACDOUGAL STREET",10012,2122555090,Pizza,FALSE
10155,40535467,"CHIU HONG BAKERY",MANHATTAN,161,"MOTT STREET",10013,2129667664,Bakery,FALSE
10156,41703229,"SAKE BAR SATSKO",MANHATTAN,202,"EAST    7 STREET",10009,2126140933,Japanese,FALSE
10157,50058814,"THE LOOP",MANHATTAN,173,"3RD AVE",10003,2125981200,Chinese/Japanese,FALSE
10158,41473028,"OLD SICHUAN CUISINE",MANHATTAN,65,"BAYARD STREET",10013,2122279888,Chinese,FALSE
10159,41256599,"HARRY'S ITALIAN",MANHATTAN,2,"GOLD STREET",10038,2127470797,Italian,FALSE
10160,41144024,"RIDGEWAY DINER",MANHATTAN,664,"6 AVENUE",10010,2127410096,American,FALSE
10161,40571128,"THE HEIGHTS BAR & GRILL",MANHATTAN,2867,BROADWAY,10025,2128667035,Tex-Mex,FALSE
10162,41611969,CATCH,MANHATTAN,21-27,"9 AVENUE",10014,2123923978,Seafood,FALSE
10163,41011887,"THE CITY BAKERY",MANHATTAN,3,"WEST   18 STREET",10011,2123661414,American,FALSE
10164,50051746,"PENG'S NOODLE FOLK",MANHATTAN,1659,"1ST AVE",10028,2123482878,Asian,FALSE
10165,40364863,"SERENDIPITY 3",MANHATTAN,225,"EAST   60 STREET",10022,2128383531,American,FALSE
10166,41445689,"SFOGLIA RESTAURANT",MANHATTAN,135,"EAST   92 STREET",10128,2128311402,Italian,FALSE
10167,50035957,"EAST NOODLE VILLAGE",MANHATTAN,85,"CHRYSTIE ST",10002,2122191728,Chinese,FALSE
10168,41139255,"HUDSON FOOD COURT",MANHATTAN,333,"HUDSON STREET",10013,2123672192,Delicatessen,FALSE
10169,41016886,"TENZAN CUISINE",MANHATTAN,285,"COLUMBUS AVENUE",10023,2125807300,Japanese,FALSE
10170,41444184,"THE AINSWORTH",MANHATTAN,122,"WEST   26 STREET",10001,2127410646,American,FALSE
10171,41472986,"FUJI JAPANESE RESTAURANT",MANHATTAN,238,"WEST   56 STREET",10019,2125869888,Japanese,FALSE
10172,40728858,"VOL DE NUIT",MANHATTAN,148,"WEST    4 STREET",10012,2129823388,French,FALSE
10173,40690019,"MODERN GOURMET",MANHATTAN,793,BROADWAY,10003,2126770047,American,FALSE
10174,41714341,"PLANET HOLLYWOOD",MANHATTAN,1540,BROADWAY,10036,2123337827,American,FALSE
10175,41551620,VAPIANO,MANHATTAN,113,"UNIVERSITY PLACE",10003,2127779477,Italian,FALSE
10176,50001443,"ROW NYC",MANHATTAN,270,"W 45 ST",10036,2128693600,American,FALSE
10177,41635504,"EL CAPRI RESTAURANT",MANHATTAN,1342,"ST NICHOLAS AVENUE",10033,2127403110,Spanish,FALSE
10178,40370436,ROSSINI'S,MANHATTAN,108,"EAST   38 STREET",10016,2126830135,Italian,FALSE
10179,50013605,"CAPRI RESTAURANT",MANHATTAN,903,"COLUMBUS AVE",10025,2122221304,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10180,50000034,"SIRI THAI",MANHATTAN,641,"10 AVENUE",10036,2122454601,Thai,FALSE
10181,50002583,"THE SIMONE",MANHATTAN,151,"EAST 82 STREET",10028,2127728861,French,FALSE
10182,40719552,"LEXINGTON CANDY SHOP",MANHATTAN,1226,"LEXINGTON AVENUE",10028,2122880057,American,FALSE
10183,50005629,"A-JIAO SICHUAN CUISINE",MANHATTAN,1817,"2ND AVE",10128,2128288996,Chinese,FALSE
10184,40369521,"KNICKERBOCKER BAR & GRILL",MANHATTAN,33,"UNIVERSITY PLACE",10003,2122288490,American,FALSE
10185,40746574,"BAR COASTAL",MANHATTAN,1495,"1 AVENUE",10075,2122886635,American,FALSE
10186,41232846,"MAMBI STEAK HOUSE",MANHATTAN,4181,BROADWAY,10033,2129289796,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10187,50038480,"PURE GREEN",MANHATTAN,60,"E 8TH ST",10003,2129952007,"Juice, Smoothies, Fruit Salads",FALSE
10188,40969077,"BOSTON MARKET",MANHATTAN,273,"WEST   23 STREET",10011,2122061221,American,FALSE
10189,41224932,"HALE & HEARTY SOUP",MANHATTAN,927,"8 AVENUE",10019,2122478200,"Soups & Sandwiches",FALSE
10190,41309763,"THE COSMOPOLITAN CLUB",MANHATTAN,122,"EAST   66 STREET",10065,2127345950,American,FALSE
10191,41428926,"CAFE TOMATO",MANHATTAN,142,"FULTON STREET",10038,2125771231,Delicatessen,FALSE
10192,41086770,"STITCH BAR",MANHATTAN,247,"WEST   37 STREET",10018,2128524826,American,FALSE
10193,41569773,"LOCAL 138",MANHATTAN,138,"LUDLOW STREET",10002,2124770280,American,FALSE
10194,50002256,"ASURA ASIAN BISTRO",MANHATTAN,235,"WEST 35TH STREET",10001,2126299888,Asian,FALSE
10195,41631799,PARM,MANHATTAN,248,"MULBERRY STREET",10012,2129937189,Italian,FALSE
10196,41428543,"SCHNITZEL EXPRESS",MANHATTAN,1410,BROADWAY,10018,2129977770,Jewish/Kosher,FALSE
10197,41390433,ARROW,MANHATTAN,85,"AVENUE A",10009,2126731775,American,FALSE
10198,50044949,"BURGER KING",MANHATTAN,325,BROADWAY,10007,2122477535,American,FALSE
10199,41488442,"CHARACTERS NYC BAR & GRILL",MANHATTAN,243,"WEST   54 STREET",10019,2124598904,Irish,FALSE
10200,41685529,"16 HANDLES",MANHATTAN,428,"3 AVENUE",10016,2122131755,"Ice Cream, Gelato, Yogurt, Ices",FALSE
10201,50003887,"SHIRO OF JAPAN",MANHATTAN,0,"GRAND CENTRAL TERMINAL",10017,2129729638,Japanese,FALSE
10202,40855992,"FAMOUS BAGEL BUFFET",MANHATTAN,510,"6 AVENUE",10011,2129248911,American,FALSE
10203,40511702,"NOTARO RESTAURANT",MANHATTAN,635,"SECOND AVENUE",10016,2126863400,Italian,FALSE
10204,40365098,"FORLINIS RESTAURANT",MANHATTAN,93,"BAXTER STREET",10013,2123496779,Italian,FALSE
10205,41709154,"MOONCAKE FOODS",MANHATTAN,111,"JOHN STREET- PEARL ST SIDE",10038,2122338808,Asian,FALSE
10206,41557716,KITARO,MANHATTAN,510,"AMSTERDAM AVENUE",10024,2127879008,Chinese/Japanese,FALSE
10207,41305028,"MADISON & VINE",MANHATTAN,299,"MADISON AVENUE",10017,2128675535,American,FALSE
10208,41669112,"LA VIE EN SZECHUAN RESTAURANT",MANHATTAN,14,"EAST   33 STREET",10016,2126832779,Chinese,FALSE
10209,40716118,"DO HWA",MANHATTAN,55,"CARMINE STREET",10014,2124141224,Korean,FALSE
10210,50065794,"ASHAMI SHANGHAI",MANHATTAN,513,"6TH AVE",10011,2122299991,Other,FALSE
10211,41575487,"FRANK'S TRATTORIA",MANHATTAN,371,"1 AVENUE",10010,2126777140,Italian,FALSE
10212,50001000,"BELGIUM BEER CAFE",MANHATTAN,220,"5TH AVE",10001,2125752337,French,FALSE
10213,40716051,"BLOCKHEADS BURRITOS",MANHATTAN,1563,"2 AVENUE",10028,2128791999,Tex-Mex,FALSE
10214,40380432,"THE BITTER END",MANHATTAN,147,"BLEECKER STREET",10012,2126737030,American,FALSE
10215,50015564,"ST GEORGE TAVERN RESTAURANT & BAR",MANHATTAN,103,"WASHINGTON ST",10006,2122409868,Asian,FALSE
10216,41343616,"HUMMUS PLACE",MANHATTAN,71,"7 AVENUE SOUTH",10014,2129242022,"Middle Eastern",FALSE
10217,50019102,"THAI SLIDERS & CO. LLC",MANHATTAN,108,"JOHN ST",10038,2124064773,Thai,FALSE
10218,50064557,"VENIERO'S BAKERY",MANHATTAN,340-342,"E 11TH ST",10003,2126747070,Bakery,FALSE
10219,40660413,"BELLA MIA",MANHATTAN,787,"8 AVENUE",10036,2123079449,Italian,FALSE
10220,41628608,LILLIE'S,MANHATTAN,249,"WEST   49 STREET",10019,2129574530,American,FALSE
10221,40850055,"STAR LITE DELI",MANHATTAN,212,"WEST   44 STREET",10036,2128401859,Delicatessen,FALSE
10222,41539844,"SAIGON MARKET",MANHATTAN,9193,"UNIVERSITY PLACE",10003,2129823691,Vietnamese/Cambodian/Malaysia,FALSE
10223,41584113,"LCL BAR AND KITCHEN",MANHATTAN,212,"EAST   42 STREET",10017,2124904399,American,FALSE
10224,50006153,"BLUE DOG CAFE",MANHATTAN,155,"W 56TH ST",10019,2124592520,CafÃƒÂ©/Coffee/Tea,FALSE
10225,40402369,"COLONY CLUB",MANHATTAN,564,"PARK AVENUE",10065,2128384200,American,FALSE
10226,40928956,"HALE & HEARTY SOUP",MANHATTAN,30,"ROCKEFELLER PLAZA",10112,2122652117,"Soups & Sandwiches",FALSE
10227,50007925,TESSA,MANHATTAN,349,"AMSTERDAM AVE",10024,2123901974,Mediterranean,FALSE
10228,41130819,"TARALLUCCI E VINO",MANHATTAN,15,"EAST 18 STREET",10003,2122285400,Italian,FALSE
10229,41068920,"THE SKINNY",MANHATTAN,174,"ORCHARD STREET",10002,2122283668,American,FALSE
10230,41474378,"ZENGO NYC",MANHATTAN,622,"3 AVENUE",10017,2128088110,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10231,41307485,"THE WATERING HOLE",MANHATTAN,106,"EAST   19 STREET",10003,2126745783,American,FALSE
10232,41139612,BLOSSOM,MANHATTAN,187,"9 AVENUE",10011,2126271144,American,FALSE
10233,41009267,"UNDERGROUND PIZZA",MANHATTAN,2,"WILLIAM STREET",10004,2124254442,Pizza,FALSE
10234,50015536,"STUDIO 54 THEATRE",MANHATTAN,254,"W 54th St",10019,2127199393,American,FALSE
10235,50011059,"PARDON MY FRENCH",MANHATTAN,103,"AVENUE B",10009,2123589683,French,FALSE
10236,41306211,"NO HO JUICE BAR & DELI",MANHATTAN,208,"MERCER STREET",10012,2127775070,Delicatessen,FALSE
10237,41021272,"FIORE'S PIZZA",MANHATTAN,165,"BLEECKER STREET",10012,2129828663,Pizza,FALSE
10238,50009210,HAUS,MANHATTAN,285,"W BROADWAY",10013,2126254287,American,FALSE
10239,41334139,"VAN DIEMENS",MANHATTAN,383,"3 AVENUE",10016,2125321123,American,FALSE
10240,41252132,"EUROPAN CAFE",MANHATTAN,2197,BROADWAY,10024,2124966100,CafÃƒÂ©/Coffee/Tea,FALSE
10241,41615115,"EL NUEVO CARIDAD RESTAURANT",MANHATTAN,1618,"ST NICHOLAS AVENUE",10040,2127811880,Spanish,FALSE
10242,41347358,"LUGO CAFFE",MANHATTAN,1,"PENN PLAZA",10119,2127602700,Italian,FALSE
10243,40700664,"PHO BANG RESTAURANT",MANHATTAN,157,"MOTT STREET",10013,2129663797,Vietnamese/Cambodian/Malaysia,FALSE
10244,50039842,"DELUXE GREEN BO",MANHATTAN,66,"BAYARD ST",10013,2126252359,Chinese,FALSE
10245,41709011,SOCIAL,MANHATTAN,795,"8 AVENUE",10019,2124590643,American,FALSE
10246,50001318,KOLMARO,MANHATTAN,185,"SHERMAN AVENUE",10034,2129420136,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10247,41338303,"CAFE BRAVO/ POMODORO PIZZA/PLANET GYRO",MANHATTAN,94,"GREENWICH STREET",10006,2124064444,American,FALSE
10248,41333314,"IL CAFFE LATTE",MANHATTAN,189,"LENOX AVENUE",10026,2122222241,CafÃƒÂ©/Coffee/Tea,FALSE
10249,41555982,"EL CAMION CANTINA",MANHATTAN,194,"AVENUE A",10009,2125335436,Mexican,FALSE
10250,40856729,"CRIF DOGS / PLEASE DON'T TELL",MANHATTAN,113,"ST  MARKS'S PLACE",10003,2126142728,American,FALSE
10251,40904721,CRISPO,MANHATTAN,240,"WEST   14 STREET",10011,2122291818,Italian,FALSE
10252,41548686,"ABA TURKISH RESTAURANT",MANHATTAN,325,"WEST   57 STREET",10019,2129691782,Turkish,FALSE
10253,50011006,SERENA'S,MANHATTAN,1268,"2ND AVE",10065,2129882646,Mediterranean,FALSE
10254,41073979,"CLOCK WORK",MANHATTAN,21,"ESSEX STREET",10002,2126774545,American,FALSE
10255,41486693,"KENNEDY CHICKEN & GYROS",MANHATTAN,158,"NAGLE AVENUE",10040,2129425434,Chicken,FALSE
10256,41129350,"GREAT CHINA",MANHATTAN,1461,"AMSTERDAM AVENUE",10027,2128628826,Chinese,FALSE
10257,50041019,"KAT & THEO",MANHATTAN,5,"W 21ST ST",10010,2123801950,American,FALSE
10258,41326351,"BRASSERIE COGNAC",MANHATTAN,1740,BROADWAY,10019,2127573600,French,FALSE
10259,40537686,"BULL MCCABES",MANHATTAN,29,"ST MARKS PLACE",10003,2129829895,Irish,FALSE
10260,40401998,"CAFE METRO",MANHATTAN,530,"7 AVENUE",10018,2123988788,American,FALSE
